name,economy (mpg),cylinders,displacement (cc),power (hp),weight (lb),0-60 mph (s),year
20726,41.5,6,148,161,4547,18.5,144
20727,48.1,9,529,109,3651,28.3,106
20728,9.8,5,192,127,1820,13.3,103
20729,11.2,7,349,152,1509,26.9,104
20730,36.9,8,441,271,3609,9.7,108
20731,36.8,3,307,194,2023,11.9,97
20732,31.4,6,149,160,2115,12.3,141
20733,40.8,7,71,272,4940,32.8,119
20734,18.1,3,266,92,2016,23.3,144
20735,39.9,3,139,200,4847,12.8,85
20736,32.0,7,277,115,3764,22.7,133
20737,32.0,9,207,167,4172,18.0,88
20738,18.8,3,271,154,1740,22.5,77
20739,29.9,9,302,218,5130,32.2,139
20740,24.1,6,126,216,5361,17.0,148
20741,15.9,10,345,148,1904,27.4,90
20742,43.7,4,340,73,2107,20.3,121
20743,28.8,9,518,247,1358,22.2,132
20744,27.9,10,350,183,2907,22.3,89
20745,26.4,7,371,268,6255,19.2,126
20746,34.5,3,497,253,3240,21.5,105
20747,51.6,9,521,265,4326,26.4,70
20748,49.0,5,74,234,3601,16.9,148
20749,21.5,6,426,165,5268,12.6,130
20750,24.3,8,459,233,5415,8.9,95
20751,22.1,4,413,136,2576,12.8,151
20752,35.7,5,375,63,3875,16.4,121
20753,34.2,10,150,104,1678,29.3,139
20754,47.1,9,286,105,3929,22.2,79
20755,17.5,8,119,260,2224,11.4,87
20756,15.2,9,480,103,3665,29.1,81
20757,52.3,4,310,53,2631,11.7,82
20758,13.0,6,260,171,3560,10.8,131
20759,13.5,7,199,107,3331,30.5,113
20760,25.3,4,105,233,4593,28.3,95
20761,49.3,9,295,97,4347,22.1,74
20762,52.7,7,417,177,3414,10.1,129
20763,36.9,7,277,164,2618,21.6,108
20764,37.8,4,189,119,5677,13.4,123
20765,14.2,7,209,264,3844,10.0,133
20766,32.0,6,151,191,1835,12.4,141
20767,35.6,9,494,147,2346,19.0,80
20768,16.0,8,349,127,2237,28.5,99
20769,47.7,7,283,275,6047,26.4,134
20770,29.9,4,519,209,2671,17.8,108
20771,9.3,3,454,183,1679,27.2,137
20772,42.0,4,354,238,3274,23.6,142
20773,29.5,10,382,264,3594,17.8,121
20774,15.0,5,481,232,2693,20.6,102
20775,11.7,6,458,99,4557,11.1,124
20776,47.4,5,249,237,5430,8.1,119
20777,38.7,3,509,255,5272,32.0,81
20778,17.4,4,433,240,2643,8.7,106
20779,20.1,8,506,214,3681,16.2,141
20780,24.7,3,374,189,5348,25.8,135
20781,9.0,7,192,248,3937,17.5,141
20782,48.8,5,308,271,1979,8.6,120
20783,34.6,7,227,81,1544,23.9,147
20784,18.4,10,470,71,4216,32.0,139
20785,38.1,7,254,261,3465,11.5,131
20786,28.3,5,211,275,3832,10.3,93
20787,36.4,9,86,171,5286,9.1,76
20788,51.4,7,138,213,1932,16.2,148
20789,45.1,9,452,76,5914,9.5,95
20790,26.9,3,385,74,5665,30.6,113
20791,28.0,5,135,227,1356,26.7,117
20792,30.5,4,351,99,2485,13.6,99
20793,9.1,9,290,106,4621,25.6,117
20794,49.9,3,487,152,3966,8.0,76
20795,12.1,9,207,216,6136,25.6,85
20796,32.1,3,355,255,1723,16.1,151
20797,14.4,3,492,89,3374,25.0,72
20798,45.8,7,348,202,1942,11.8,143
20799,13.5,10,373,148,2153,32.6,78
20800,19.4,3,369,152,1687,21.4,143
20801,8.4,5,365,116,3208,14.2,135
20802,28.3,5,476,93,2540,25.6,136
20803,9.2,5,319,98,3177,11.5,95
20804,11.8,4,399,131,5073,27.6,145
20805,37.8,6,244,119,2219,13.3,138
20806,24.6,8,188,140,6234,20.1,78
20807,45.4,9,137,138,2874,28.4,99
20808,17.1,3,513,210,5949,8.9,93
20809,16.6,8,411,170,1200,32.7,120
20810,19.7,6,439,80,2655,9.9,119
20811,31.9,8,255,78,2372,12.2,98
20812,32.3,5,429,139,4891,27.2,144
20813,17.3,7,391,229,3742,14.4,101
20814,32.0,5,419,113,5977,8.4,79
20815,9.1,8,401,135,5920,27.8,80
20816,9.6,4,433,212,2178,23.1,121
20817,23.6,7,497,251,5278,13.2,105
20818,44.3,6,97,62,4433,27.1,125
20819,14.7,6,507,110,2786,25.1,86
20820,53.4,4,345,155,6138,21.2,143
20821,26.3,6,302,206,6244,19.9,148
20822,43.9,5,316,167,3425,12.8,138
20823,29.2,5,369,254,2923,21.1,146
20824,9.5,3,444,153,2761,24.5,142
20825,25.0,6,93,175,2011,15.8,122
20826,8.6,6,123,172,3767,11.0,112
20827,16.2,9,181,152,3681,20.9,116
20828,22.0,10,405,66,4638,26.9,90
20829,15.2,8,401,157,1345,32.6,139
20830,46.1,8,305,151,1715,18.4,113
20831,42.2,6,364,236,4048,18.3,109
20832,8.3,7,457,129,1411,16.2,105
20833,20.4,9,390,71,3091,11.8,136
20834,32.9,7,429,254,1639,26.1,141
20835,18.0,7,277,278,3744,19.4,112
20836,53.6,7,298,147,3483,29.6,127
20837,30.8,6,460,61,3752,28.9,151
20838,28.9,3,317,157,5947,19.9,113
20839,48.0,8,529,203,6133,10.8,131
20840,24.8,5,295,248,4108,14.0,150
20841,9.4,7,318,125,2126,22.7,123
20842,20.8,4,259,50,3350,23.4,102
20843,44.3,10,138,233,2153,10.4,113
20844,17.5,4,359,159,1887,32.4,144
20845,46.3,4,220,215,2269,21.5,131
20846,28.8,9,210,106,4747,27.6,148
20847,38.1,9,451,226,3728,27.5,105
20848,51.9,4,92,198,1486,16.6,114
20849,18.8,10,442,76,2113,16.7,114
20850,26.4,3,111,144,1415,27.7,95
20851,27.6,7,520,76,2746,30.7,90
20852,40.7,7,404,189,5562,10.2,105
20853,19.5,4,500,97,1773,15.0,121
20854,15.7,4,240,264,2436,21.8,76
20855,53.8,6,278,84,4252,10.7,119
20856,44.2,10,446,152,1780,31.3,145
20857,14.3,9,209,198,2041,25.4,151
20858,15.2,7,182,244,5231,20.3,130
20859,41.2,7,505,102,6133,14.6,78
20860,44.8,10,253,164,4449,21.0,93
20861,26.9,8,120,53,6074,9.7,110
20862,28.9,8,109,148,5529,26.1,81
20863,32.1,6,427,94,1766,14.7,109
20864,43.7,5,149,219,2292,20.3,114
20865,34.9,5,362,224,5081,13.7,92
20866,38.4,9,346,264,2007,32.8,101
20867,27.9,9,257,178,2740,29.7,83
20868,24.3,5,245,95,5503,26.3,117
20869,23.8,3,321,210,5792,9.1,102
20870,18.9,8,415,128,1574,29.1,79
20871,53.2,4,468,261,3578,31.0,132
20872,23.6,10,464,167,4710,25.2,141
20873,34.0,7,105,165,2215,23.0,80
20874,41.3,3,482,210,1454,24.4,136
20875,24.1,6,429,181,4157,12.7,83
20876,46.5,7,336,236,2999,12.5,127
20877,24.1,9,283,78,1861,11.5,135
20878,31.0,7,197,110,2234,22.5,111
20879,49.5,9,430,270,4615,14.5,71
20880,43.9,10,179,196,1587,30.6,80
20881,33.3,9,426,236,5775,15.0,103
20882,37.9,4,454,107,1648,8.3,75
20883,28.6,4,383,127,3895,9.5,82
20884,48.6,9,485,271,1592,26.1,150
20885,27.1,10,361,87,4849,29.0,101
20886,35.9,9,202,148,2329,27.6,107
20887,52.3,7,340,104,4315,29.6,141
20888,26.3,8,298,78,1827,11.8,136
20889,47.3,9,454,247,1420,30.5,122
20890,8.1,7,279,143,5895,11.8,149
20891,33.2,3,116,117,4875,22.1,104
20892,28.6,3,84,171,3292,30.8,77
20893,19.1,3,213,265,5135,21.4,149
20894,32.2,7,136,142,1595,30.9,77
20895,41.9,8,111,129,5568,28.7,101
20896,45.4,4,345,132,5275,32.8,144
20897,43.5,9,488,233,1272,29.4,106
20898,22.5,3,524,273,2210,30.7,128
20899,26.9,3,409,121,5528,12.4,102
20900,30.1,5,353,200,3978,20.3,86
20901,50.8,4,521,84,4835,32.6,80
20902,18.3,7,210,227,2836,28.8,122
20903,25.5,5,457,187,6076,31.0,133
20904,12.4,4,490,224,1655,28.4,75
20905,29.6,9,421,264,4412,22.6,73
20906,8.9,4,428,93,6277,11.1,136
20907,8.7,4,215,93,5319,20.9,93
20908,19.8,8,204,193,5072,29.5,98
20909,39.3,3,291,231,5162,11.3,146
20910,38.6,9,291,67,1518,23.2,80
20911,44.8,7,436,106,4918,12.0,127
20912,31.9,5,490,134,1990,23.8,89
20913,46.2,3,529,227,3951,15.4,83
20914,29.9,9,517,115,2782,19.7,117
20915,31.2,4,360,56,2932,25.9,78
20916,33.4,10,427,203,4793,23.9,139
20917,39.9,8,474,149,3385,8.3,90
20918,30.7,3,317,258,2638,10.3,104
20919,21.0,10,273,246,3307,15.6,89
20920,23.1,6,492,123,5245,12.8,122
20921,22.8,6,468,184,3462,21.0,76
20922,22.4,4,358,54,2112,18.2,77
20923,18.9,5,475,227,2396,20.7,98
20924,25.0,5,107,93,1516,15.9,147
20925,27.4,8,459,115,2470,19.4,74
20926,26.6,5,511,177,1359,20.4,149
20927,28.6,5,527,168,5898,16.4,98
20928,30.6,6,413,248,2567,15.1,128
20929,25.1,4,261,244,1210,16.6,82
20930,21.6,5,263,124,6254,26.3,104
20931,25.6,5,191,166,6009,14.4,88
20932,33.6,8,327,56,3859,11.5,147
20933,12.7,10,405,108,2777,9.7,149
20934,43.7,6,179,123,1245,29.4,149
20935,16.8,3,480,199,3152,27.5,109
20936,35.2,8,506,222,2800,16.5,151
20937,21.9,4,494,81,2846,26.3,122
20938,38.2,8,123,154,5548,28.0,130
20939,8.0,4,325,182,5649,29.1,116
20940,17.6,5,210,247,2521,17.5,150
20941,44.8,4,93,164,4276,14.4,126
20942,50.7,6,232,244,1243,22.2,121
20943,48.7,5,159,132,2961,21.3,149
20944,49.1,6,101,60,2261,14.9,102
20945,46.3,9,222,179,2541,9.5,113
20946,14.0,10,293,146,3455,26.3,114
20947,8.3,9,153,172,2562,19.5,79
20948,15.4,9,474,174,1373,28.7,140
20949,22.0,7,75,118,5992,29.4,90
20950,23.2,10,285,190,4197,12.8,135
20951,52.6,5,436,203,5580,28.0,80
20952,17.3,4,124,271,2070,13.2,101
20953,48.6,9,446,278,1905,13.9,85
20954,32.7,8,180,269,3584,21.5,116
20955,39.0,5,505,169,4255,27.9,103
20956,23.5,7,364,254,2140,29.0,90
20957,49.7,7,207,275,5250,22.4,78
20958,13.7,3,481,271,2268,27.7,149
20959,37.8,5,291,166,1691,14.2,150
20960,8.6,9,193,158,4029,28.3,124
20961,44.3,7,269,221,2050,17.0,148
20962,33.3,8,462,146,2305,11.1,76
20963,18.6,6,94,184,4726,9.9,98
20964,30.3,6,137,107,6143,18.3,109
20965,30.0,4,373,231,3343,13.1,113
20966,32.9,7,85,155,1221,28.2,130
20967,10.1,6,325,182,1617,20.6,85
20968,42.1,9,520,67,3692,28.8,134
20969,20.1,9,216,236,5520,16.5,123
20970,33.2,5,170,77,3279,8.2,87
20971,52.2,6,77,180,3125,13.8,149
20972,28.8,6,520,207,6206,8.2,108
20973,46.4,4,133,257,1808,24.5,137
20974,40.4,6,293,274,1357,21.5,86
20975,34.4,9,254,197,1223,26.0,115
20976,34.7,5,156,243,2031,17.3,142
20977,22.5,10,426,246,1561,29.0,130
20978,9.2,8,453,72,2521,32.9,106
20979,24.9,10,232,168,5629,29.1,114
20980,10.7,7,325,188,4947,23.1,81
20981,38.8,7,159,162,1306,9.6,96
20982,9.3,6,123,207,1240,23.2,90
20983,51.6,10,74,172,5872,30.9,118
20984,28.5,9,222,135,4967,14.2,112
20985,50.9,9,329,132,4360,24.2,137
20986,16.9,10,401,202,5700,8.8,127
20987,17.8,3,274,102,5954,18.5,100
20988,43.1,10,112,189,3465,16.3,112
20989,37.4,9,320,279,4243,11.6,70
20990,14.6,8,178,171,4601,14.4,93
20991,16.5,8,151,202,4072,16.5,130
20992,9.4,5,508,242,4920,25.0,150
20993,40.4,8,519,61,2333,24.1,118
20994,22.5,3,321,117,5773,16.3,96
20995,18.2,8,266,269,1724,27.2,142
20996,16.3,6,132,274,3533,19.9,86
20997,17.8,3,392,139,4051,8.4,97
20998,52.9,8,197,265,4916,24.7,71
20999,45.6,6,100,146,5937,19.4,94
21000,17.7,5,172,133,4276,25.1,93
21001,31.2,7,358,234,1422,25.2,138
21002,28.4,5,494,277,4466,20.1,87
21003,46.9,10,73,94,1731,10.9,142
21004,41.9,5,77,188,5564,10.7,149
21005,10.2,10,98,198,4356,10.3,134
21006,47.7,9,222,129,1708,28.6,123
21007,44.8,5,73,274,2005,28.6,139
21008,53.5,10,159,257,1750,10.2,139
21009,19.2,7,101,268,2535,13.5,70
21010,16.9,9,430,141,5685,29.8,86
21011,21.2,6,287,159,4917,22.0,96
21012,21.3,4,410,207,4775,20.8,149
21013,33.5,6,127,84,2999,16.0,136
21014,32.4,7,379,71,4601,21.0,73
21015,23.9,7,345,219,1545,21.6,81
21016,37.5,7,418,254,1924,11.9,73
21017,42.1,7,233,196,5287,14.9,151
21018,36.3,10,328,92,4832,18.1,86
21019,42.7,7,427,137,3894,25.5,77
21020,27.3,6,499,199,3530,10.2,86
21021,30.7,5,420,63,1481,21.5,138
21022,8.9,3,267,276,2675,17.5,115
21023,12.8,5,227,144,2821,14.7,133
21024,26.2,4,464,66,5021,10.8,136
21025,45.7,10,168,266,2105,23.6,100
21026,11.0,5,73,177,4623,19.7,97
21027,21.2,9,376,86,1523,20.8,124
21028,29.5,9,360,81,5178,10.5,105
21029,13.0,6,215,209,2723,23.1,128
21030,18.6,3,394,278,4182,8.0,92
21031,48.4,3,502,226,2802,14.0,74
21032,15.9,5,466,206,5319,14.5,122
21033,31.4,6,301,215,2852,31.6,74
21034,53.9,8,246,237,4125,22.9,149
21035,21.3,7,188,138,2660,32.8,103
21036,30.9,8,148,93,1375,25.9,150
21037,30.2,6,245,213,2118,30.1,123
21038,50.1,8,325,78,2044,11.2,88
21039,24.1,7,505,126,3731,8.8,115
21040,38.0,4,409,131,4862,24.7,70
21041,52.2,7,330,150,2508,19.9,145
21042,16.1,7,363,279,1404,20.3,78
21043,21.3,7,452,197,5077,14.9,113
21044,18.0,7,395,238,4394,11.5,141
21045,18.5,7,219,238,6172,23.9,103
21046,51.3,6,508,99,3854,12.5,74
21047,12.6,5,267,199,5848,31.5,148
21048,34.7,3,220,241,1387,24.6,109
21049,33.8,10,261,149,4226,10.9,124
21050,43.5,8,193,208,3436,29.9,118
21051,8.6,8,98,211,4822,26.1,107
21052,39.5,10,289,185,4451,25.7,87
21053,8.6,4,505,265,2992,10.1,70
21054,38.0,7,320,268,3839,19.2,102
21055,51.0,6,227,203,2838,31.1,77
21056,45.0,4,176,135,5574,23.0,99
21057,25.6,3,172,226,4968,10.9,96
21058,47.5,8,441,266,2340,27.3,114
21059,11.5,3,450,196,2279,22.5,97
21060,18.2,7,217,250,3901,20.6,150
21061,18.4,6,218,219,1938,20.2,94
21062,19.1,7,413,180,5306,13.6,85
21063,14.6,4,353,238,2820,29.6,133
21064,51.6,9,442,67,2550,19.1,98
21065,36.4,7,169,98,3859,26.0,134
21066,40.7,4,171,199,6288,14.1,77
21067,23.2,7,90,217,2908,27.2,139
21068,43.8,7,106,132,1425,31.6,94
21069,34.9,9,182,173,1653,12.1,120
21070,17.0,9,144,136,3417,18.7,96
21071,18.2,8,292,72,4644,9.9,99
21072,10.3,4,488,237,6075,25.8,113
21073,41.5,10,346,270,2198,32.9,87
21074,48.3,9,152,104,3852,19.8,143
21075,47.7,3,407,69,2870,14.8,89
21076,19.8,10,326,108,4147,28.6,99
21077,26.1,8,107,56,4819,14.2,147
21078,22.4,9,498,218,4533,19.0,101
21079,43.9,5,283,214,2652,30.0,110
21080,44.4,8,256,59,1667,19.2,107
21081,50.1,3,478,181,2866,16.5,116
21082,15.0,4,477,263,4188,30.4,100
21083,39.8,8,165,119,4016,28.1,73
21084,52.0,8,490,83,1458,8.4,104
21085,32.1,5,143,235,3501,8.5,128
21086,43.5,9,440,262,1443,24.7,108
21087,46.7,10,368,269,5910,20.0,145
21088,11.3,5,311,231,3550,11.0,103
21089,35.2,3,446,182,2897,31.7,78
21090,20.8,4,178,123,4154,12.1,133
21091,51.6,4,390,70,2287,17.4,105
21092,37.9,8,179,63,4634,26.2,84
21093,19.0,10,316,147,4576,22.4,83
21094,8.0,5,385,80,4278,23.2,92
21095,9.5,3,367,111,1761,15.6,88
21096,39.8,9,368,70,4888,23.6,149
21097,15.9,9,73,101,4333,13.9,70
21098,27.3,10,239,52,5771,22.4,103
21099,26.8,9,131,229,6239,25.0,103
21100,21.4,4,160,103,2281,29.3,87
21101,18.1,3,465,166,5485,31.3,74
21102,13.8,6,347,169,2442,9.8,73
21103,38.2,8,96,248,1281,29.7,141
21104,41.7,9,95,147,3855,14.7,98
21105,40.0,9,369,148,2307,18.5,119
21106,38.6,8,298,164,5622,30.9,111
21107,31.9,3,378,201,3227,28.1,86
21108,8.9,10,297,271,5523,29.7,103
21109,49.2,9,194,198,1270,13.9,122
21110,17.8,10,410,97,3279,27.7,80
21111,24.3,5,101,261,6251,8.6,123
21112,24.0,4,218,105,4061,16.1,111
21113,21.1,9,232,60,5806,32.6,135
21114,17.9,7,283,231,3480,32.3,146
21115,17.6,6,455,64,1997,20.7,125
21116,38.5,5,510,229,4816,29.9,118
21117,19.3,8,176,91,3131,31.7,97
21118,26.2,10,235,105,1872,14.8,88
21119,41.0,8,345,234,1918,21.0,86
21120,29.6,9,495,267,1839,9.0,138
21121,22.0,10,379,180,4552,10.2,77
21122,31.0,7,367,204,6082,17.1,142
21123,50.7,5,427,169,3680,18.3,148
21124,48.4,3,177,245,6186,14.1,75
21125,27.5,10,238,77,2213,24.5,108
21126,49.2,3,514,129,4253,31.6,137
21127,47.7,7,384,114,4007,27.1,74
21128,40.9,4,279,121,3081,9.2,151
21129,28.9,5,438,232,3384,29.0,146
21130,32.1,3,70,67,5642,27.0,85
21131,33.3,4,292,103,4828,10.5,115
21132,44.8,5,432,96,1648,18.9,84
21133,32.2,10,405,261,1903,13.9,77
21134,27.3,6,157,232,2141,18.2,88
21135,10.9,7,272,91,3130,18.0,99
21136,25.0,5,373,114,4755,19.5,75
21137,24.2,4,255,252,1986,21.9,81
21138,44.9,10,276,118,6154,11.8,77
21139,14.6,8,278,278,4717,22.4,108
21140,31.4,10,429,97,1717,17.4,144
21141,38.0,10,101,50,4780,26.8,75
21142,17.4,8,131,180,1732,8.7,151
21143,29.1,6,397,98,1559,21.6,102
21144,46.4,8,133,112,2664,16.5,94
21145,11.5,4,318,160,2326,14.7,87
21146,19.7,8,452,218,1620,14.2,118
21147,24.6,9,316,186,2357,19.6,89
21148,44.6,4,160,116,2607,23.3,70
21149,41.7,6,334,192,1666,31.8,148
21150,12.6,3,170,77,2614,23.8,79
21151,44.4,10,390,243,6062,26.1,146
21152,15.5,6,442,269,1865,22.6,84
21153,23.6,10,159,198,4037,9.8,138
21154,40.1,3,256,59,1428,32.3,112
21155,26.6,7,125,216,5797,27.7,148
21156,29.4,9,305,173,5576,28.4,136
21157,12.9,7,524,91,3554,11.6,101
21158,41.9,3,157,249,5354,10.7,84
21159,14.3,7,182,103,3439,22.3,99
21160,44.6,10,305,211,4766,14.7,123
21161,38.0,10,376,81,2267,13.4,125
21162,20.7,6,342,82,4853,21.9,94
21163,51.1,10,236,204,2720,29.9,102
21164,37.7,3,423,236,2076,9.6,110
21165,50.9,9,479,267,1421,16.8,89
21166,38.4,9,251,126,3265,13.8,114
21167,36.6,5,88,83,1266,32.3,79
21168,34.2,6,179,264,5193,25.7,74
21169,44.7,9,279,56,2660,27.3,125
21170,48.3,9,487,219,1412,24.6,137
21171,22.2,8,108,58,5284,19.9,95
21172,12.2,8,434,151,4537,27.7,77
21173,10.3,4,395,132,2337,10.6,100
21174,37.7,4,433,177,1432,26.2,130
21175,31.0,8,515,98,3148,20.4,116
21176,50.2,4,231,253,3993,19.1,134
21177,23.1,5,357,95,1322,17.7,73
21178,29.6,7,447,130,1303,19.7,129
21179,18.0,3,268,252,3727,10.7,76
21180,42.2,3,90,189,5982,22.1,89
21181,53.8,7,133,166,1358,8.9,75
21182,24.9,3,320,66,4753,26.7,139
21183,10.1,7,403,195,2761,8.8,131
21184,27.0,5,70,247,2305,22.4,100
21185,24.7,8,394,118,2704,21.3,105
21186,43.0,6,370,77,5644,19.3,116
21187,47.5,8,164,234,3784,24.8,148
21188,16.8,9,462,98,4665,27.0,108
21189,23.1,8,389,105,2302,20.2,104
21190,10.7,4,229,77,2507,28.6,106
21191,19.1,5,294,263,2552,16.8,94
21192,19.3,5,97,233,5910,20.6,106
21193,8.5,9,122,206,5914,21.5,115
21194,15.8,3,362,71,3340,28.2,118
21195,8.0,9,174,158,2695,29.7,79
21196,15.6,5,442,154,1393,21.3,122
21197,39.2,5,406,224,2489,17.0,81
21198,27.7,8,240,85,2769,25.5,76
21199,32.2,10,240,263,3290,21.8,146
21200,8.1,4,410,150,5981,14.9,80
21201,26.9,3,110,104,3439,25.2,135
21202,24.1,4,198,74,5172,31.4,76
21203,9.2,4,443,184,2372,9.5,125
21204,41.8,5,401,141,2964,21.8,122
21205,50.2,7,402,258,2393,9.4,73
21206,35.8,4,78,248,3055,22.8,75
21207,28.6,3,92,54,5775,29.3,107
21208,46.4,7,507,125,5194,18.1,122
21209,25.0,3,525,99,2234,9.3,139
21210,25.3,4,224,133,4043,27.9,79
21211,9.4,10,352,208,1308,25.1,121
21212,15.6,3,79,143,6074,20.1,135
21213,49.2,10,283,95,4883,32.6,78
21214,16.9,10,158,177,4813,26.4,144
21215,41.0,6,497,256,3160,9.3,148
21216,41.5,5,333,94,5466,9.5,85
21217,26.0,6,163,237,4054,23.8,116
21218,25.8,10,209,203,4566,12.7,94
21219,10.8,9,97,197,3123,17.6,80
21220,17.4,4,248,215,1356,15.4,137
21221,41.9,6,78,276,4189,31.5,91
21222,13.1,6,447,268,2138,17.1,119
21223,10.4,7,489,214,2899,20.0,95
21224,31.5,3,318,179,6238,12.0,88
21225,36.9,9,362,56,5342,26.4,104
21226,8.4,10,248,265,4190,18.7,133
21227,22.1,3,436,110,6145,18.1,150
21228,26.6,4,171,191,3030,24.8,83
21229,46.1,8,368,247,4618,29.9,89
21230,11.7,9,348,73,3375,16.3,99
21231,10.0,6,445,215,5658,11.0,73
21232,17.8,9,212,128,2249,28.2,75
21233,13.6,7,79,190,2013,28.7,105
21234,19.4,3,522,209,2998,30.5,106
21235,34.7,4,135,191,5168,22.7,118
21236,10.8,9,468,269,1657,31.5,74
21237,34.4,10,500,103,5029,21.5,99
21238,34.8,10,439,163,2077,28.3,115
21239,44.2,7,191,117,4656,17.3,104
21240,18.5,10,344,226,3471,30.7,106
21241,29.6,7,145,200,3719,32.6,151
21242,9.3,7,528,65,2135,15.6,117
21243,35.6,7,154,56,4976,10.5,147
21244,13.3,3,282,76,3954,17.9,145
21245,38.3,7,110,265,2086,30.2,125
21246,21.2,8,119,124,2914,9.4,70
21247,50.3,8,342,256,5090,15.7,130
21248,37.9,7,196,172,5044,23.4,150
21249,29.5,3,455,173,2130,30.8,76
21250,19.2,7,195,85,1718,17.7,87
21251,15.2,10,267,260,5866,29.9,129
21252,52.6,10,206,71,2729,8.6,100
21253,36.7,8,107,274,2879,10.6,83
21254,36.5,9,490,56,4073,8.7,86
21255,39.6,7,366,67,1392,17.3,107
21256,45.7,5,238,161,5533,14.7,129
21257,17.8,3,329,254,2509,11.0,111
21258,43.5,4,476,235,1277,26.6,112
21259,10.2,6,330,168,3761,15.2,108
21260,9.8,8,483,200,4935,30.9,130
21261,48.5,10,247,111,6216,28.5,78
21262,53.0,6,196,243,6173,23.0,141
21263,28.2,9,466,124,2478,30.7,116
21264,31.8,3,98,92,2964,12.3,80
21265,50.2,7,479,121,3317,8.5,80
21266,29.1,6,518,164,4770,9.8,112
21267,21.8,8,452,161,1961,32.2,144
21268,39.3,3,232,231,2085,18.4,73
21269,24.6,5,529,235,3355,17.5,113
21270,44.3,5,178,108,3310,14.0,100
21271,20.7,4,328,210,5027,12.2,76
21272,37.9,5,384,278,3355,21.7,145
21273,44.5,8,235,247,2243,20.9,134
21274,24.1,9,187,254,4158,24.5,77
21275,32.5,3,516,241,5875,28.9,102
21276,48.1,4,205,268,6175,25.7,145
21277,41.2,7,487,266,4274,8.7,131
21278,28.4,5,495,57,4816,27.8,107
21279,49.9,6,256,136,2509,28.5,78
21280,50.7,3,339,133,1300,14.5,82
21281,40.3,8,189,178,5492,14.0,131
21282,16.1,3,435,168,5304,11.9,105
21283,26.5,3,429,202,5411,26.9,122
21284,50.5,3,474,77,2473,30.1,81
21285,27.7,7,207,196,4064,21.3,113
21286,37.3,5,435,136,3574,8.0,70
21287,27.8,3,493,276,1391,13.8,129
21288,37.9,10,487,174,1472,10.7,70
21289,14.6,6,522,92,2929,19.0,118
21290,8.5,7,146,146,1824,17.7,133
21291,14.9,3,386,267,4607,10.4,84
21292,39.5,9,434,184,5561,20.4,146
21293,13.9,10,279,131,4588,22.1,92
21294,8.7,6,287,156,5652,30.1,99
21295,25.8,3,358,271,2213,15.2,90
21296,12.5,10,348,279,5543,10.9,128
21297,39.2,3,426,229,4999,32.4,131
21298,17.4,6,278,182,6052,28.1,80
21299,34.5,8,451,127,5915,16.2,134
21300,20.7,4,125,246,5455,32.0,141
21301,15.4,9,114,81,1749,8.6,147
21302,16.1,5,110,260,4198,28.0,126
21303,40.5,9,175,59,1743,8.0,79
21304,12.3,7,329,92,2934,32.6,124
21305,17.4,7,172,252,4456,10.7,126
21306,33.5,9,88,246,1446,9.1,76
21307,11.0,4,93,204,4724,24.1,148
21308,30.8,6,186,111,4492,21.2,71
21309,32.6,9,229,229,4183,30.5,72
21310,16.5,10,379,82,4575,31.9,134
21311,16.7,6,386,86,3087,27.0,101
21312,17.7,9,399,220,3350,17.6,139
21313,10.0,5,519,189,5212,28.9,115
21314,11.4,7,114,266,3347,18.8,74
21315,53.9,4,350,186,4852,9.1,138
21316,33.3,6,74,124,5620,9.8,103
21317,41.8,10,139,259,1368,11.5,79
21318,10.3,3,105,259,1671,8.9,87
21319,43.2,4,242,150,1615,27.6,143
21320,32.4,4,303,194,1990,8.4,137
21321,25.1,10,123,53,1253,28.1,73
21322,34.6,5,231,194,2434,10.4,72
21323,16.9,10,254,199,4757,32.5,130
21324,39.5,6,512,90,1572,8.8,92
21325,19.5,8,378,146,5368,23.4,93
21326,39.2,9,142,251,1941,19.9,116
21327,30.3,4,471,65,1420,12.5,146
21328,51.7,8,279,109,5301,9.7,128
21329,17.7,10,376,194,6091,23.1,147
21330,33.0,9,495,184,2627,26.2,76
21331,16.9,4,251,193,5597,25.3,103
21332,24.6,3,171,105,5324,14.3,112
21333,18.1,5,71,174,4246,23.0,115
21334,44.1,10,312,50,1321,24.4,111
21335,50.7,8,156,71,5421,25.1,93
21336,39.9,9,436,160,4693,21.0,103
21337,29.7,3,463,126,1685,17.0,114
21338,25.9,6,95,71,1613,29.4,150
21339,17.1,3,525,167,3912,22.1,143
21340,33.0,9,403,213,4173,23.1,136
21341,26.3,5,129,53,3645,10.8,106
21342,12.6,6,179,174,5583,32.2,115
21343,12.3,9,224,193,3992,18.8,145
21344,46.8,8,426,71,2137,20.7,81
21345,51.2,8,391,184,1778,16.8,71
21346,30.3,4,267,188,5257,27.1,72
21347,47.9,5,475,243,1561,22.3,117
21348,36.4,4,491,271,3045,21.4,138
21349,18.4,9,259,71,2612,28.2,139
21350,10.9,10,181,257,1458,12.7,135
21351,11.9,10,522,164,2773,30.0,108
21352,34.2,8,500,205,1951,30.1,143
21353,15.6,8,253,89,3717,21.6,83
21354,44.1,5,83,124,1336,20.7,107
21355,46.8,3,128,261,6285,21.2,138
21356,40.1,8,444,143,3906,12.7,131
21357,27.6,5,510,220,2890,9.2,150
21358,52.1,8,380,145,1694,32.3,136
21359,45.2,3,497,161,4506,26.5,144
