name,economy (mpg),cylinders,displacement (cc),power (hp),weight (lb),0-60 mph (s),year
2290,38.1,9,406,207,3025,22.4,115
2291,8.8,5,120,264,2492,20.6,147
2292,51.9,6,277,159,5276,17.8,150
2293,21.0,3,206,192,2268,19.1,118
2294,38.5,5,149,244,3908,11.1,150
2295,42.5,7,219,215,2182,20.3,81
2296,29.7,4,323,216,5419,8.6,139
2297,9.7,6,397,155,1660,18.0,106
2298,19.8,7,125,225,2905,10.2,150
2299,37.9,3,129,264,2904,13.9,116
2300,12.6,4,84,57,1406,28.1,99
2301,41.6,10,373,83,3108,31.3,140
2302,18.9,7,93,210,1548,20.3,81
2303,41.6,3,144,254,2402,9.7,118
2304,43.3,5,276,87,2265,30.2,148
2305,23.8,8,266,162,4581,22.3,77
2306,8.7,5,303,245,3093,19.3,125
2307,32.4,8,268,240,2975,26.6,106
2308,36.8,9,304,70,6123,21.4,115
2309,10.1,3,215,85,2879,8.3,101
2310,51.9,7,267,228,1948,31.4,128
2311,9.3,9,439,159,2539,25.1,78
2312,34.9,5,192,140,4663,27.2,140
2313,45.9,6,430,171,5290,8.3,101
2314,49.6,4,158,273,2408,17.5,105
2315,30.8,6,209,186,3576,13.4,134
2316,24.3,5,85,255,5096,32.8,100
2317,22.5,6,220,238,2484,21.8,104
2318,48.7,3,472,249,2373,23.3,138
2319,32.9,10,110,171,5717,22.7,122
2320,40.7,8,427,70,4190,19.7,126
2321,29.2,8,416,114,4030,11.9,97
2322,48.7,3,164,92,1656,32.0,101
2323,8.0,3,426,106,2986,22.6,119
2324,8.4,6,123,82,2332,14.6,80
2325,18.4,9,303,264,4162,30.5,130
2326,41.5,8,407,182,2065,12.3,129
2327,38.9,10,370,55,2085,14.4,118
2328,27.5,3,425,61,5663,16.8,98
2329,53.1,9,121,107,6181,15.5,147
2330,50.2,10,364,256,5302,10.8,140
2331,10.4,10,372,194,3045,31.3,99
2332,16.6,9,235,278,3806,27.7,96
2333,13.2,5,453,229,5261,22.0,137
2334,13.9,5,165,236,2783,14.7,103
2335,45.7,9,209,262,2239,27.7,119
2336,22.9,9,86,204,6256,11.5,121
2337,37.5,7,278,80,4110,27.1,84
2338,50.9,7,458,259,5723,31.2,148
2339,11.0,8,423,55,5481,30.1,139
2340,41.3,8,500,227,2403,15.7,118
2341,18.9,7,157,178,5505,31.7,70
2342,35.2,6,171,206,2772,14.4,77
2343,37.3,3,420,184,4356,25.0,87
2344,34.9,9,446,261,5149,18.6,140
2345,22.1,7,367,209,5398,28.3,135
2346,30.8,5,468,219,2942,24.4,79
2347,34.0,8,461,135,4138,8.7,103
2348,27.4,7,140,119,5115,23.5,118
2349,23.2,8,459,69,4178,8.5,126
2350,39.2,10,164,127,1609,17.6,84
2351,37.7,8,393,178,4890,28.3,98
2352,19.9,6,261,165,3777,9.6,104
2353,52.5,6,417,255,4967,32.5,81
2354,52.7,8,242,146,3903,31.0,101
2355,49.0,7,318,109,4351,21.6,129
2356,18.8,6,397,181,3172,27.1,149
2357,52.6,5,516,70,1366,28.8,74
2358,18.6,5,491,243,6248,15.1,97
2359,45.9,5,391,242,4935,9.5,71
2360,40.5,7,457,242,4991,11.9,148
2361,35.5,9,168,231,2186,28.1,129
2362,10.8,3,235,177,4943,26.3,95
2363,17.2,9,286,147,6210,20.1,91
2364,16.1,10,148,237,3411,26.9,114
2365,49.7,8,240,246,1614,14.1,120
2366,44.4,6,126,135,2306,15.0,106
2367,42.2,9,481,100,3818,28.9,102
2368,42.7,5,470,209,5117,30.8,117
2369,21.6,7,150,278,2034,26.1,78
2370,35.2,10,474,138,3269,22.4,95
2371,15.8,10,158,101,5673,30.2,125
2372,51.2,3,253,83,4109,8.5,103
2373,48.8,5,428,229,3918,24.1,128
2374,28.0,10,462,132,3555,20.3,147
2375,36.7,8,283,104,5422,18.6,133
2376,39.3,7,225,242,4688,16.6,120
2377,46.3,9,118,227,1319,16.2,131
2378,12.1,8,294,261,4651,32.2,89
2379,10.4,6,255,50,2285,12.0,106
2380,46.3,7,280,173,1335,15.8,134
2381,16.4,5,137,179,4577,8.2,104
2382,27.7,7,356,98,4048,20.8,139
2383,15.1,4,393,256,5752,15.6,95
2384,28.0,9,506,84,1618,9.4,110
2385,32.9,9,222,79,3579,32.6,74
2386,47.2,10,501,112,1327,16.7,123
2387,17.9,10,239,105,3054,23.2,104
2388,29.5,6,430,99,4783,14.2,108
2389,35.5,7,119,275,1566,24.7,134
2390,34.7,10,525,86,1312,17.9,92
2391,45.2,7,106,105,4081,15.4,97
2392,47.4,8,73,200,6235,31.5,129
2393,30.8,8,342,225,2212,15.0,126
2394,41.1,10,441,187,2106,20.4,127
2395,22.4,9,224,197,3112,22.0,118
2396,38.9,5,294,76,3037,29.9,81
2397,25.6,10,366,273,2969,17.0,71
2398,48.9,10,439,270,4292,8.1,79
2399,26.1,10,150,192,5010,22.5,102
2400,21.9,7,98,158,5101,16.2,83
2401,26.9,6,394,233,3883,17.4,74
2402,41.9,5,215,138,6296,24.3,92
2403,33.4,8,214,137,2440,11.7,109
2404,31.6,3,273,82,3983,30.0,130
2405,21.7,4,337,248,1354,31.4,116
2406,30.4,3,366,84,3215,28.4,121
2407,15.8,10,88,103,2426,31.8,137
2408,34.5,6,260,119,1383,32.1,76
2409,52.0,6,140,113,1299,27.9,140
2410,31.2,5,519,134,2402,12.3,87
2411,16.4,10,201,194,1668,13.8,140
2412,53.8,6,451,145,1441,11.8,138
2413,48.4,6,342,123,4612,9.8,138
2414,48.9,4,196,193,2875,20.9,105
2415,39.3,5,249,61,3976,30.7,78
2416,14.6,6,406,197,5422,32.5,145
2417,24.3,8,251,243,3720,19.4,85
2418,43.2,7,106,270,3859,30.9,133
2419,45.2,4,224,229,5503,21.7,148
2420,9.1,7,475,272,1521,20.8,129
2421,48.3,5,512,238,3548,23.7,71
2422,25.3,9,222,72,1770,9.0,140
2423,27.5,9,135,237,1727,19.7,129
2424,24.5,7,485,212,2771,27.4,108
2425,32.2,5,342,152,3713,27.7,145
2426,11.9,6,179,221,1548,19.9,90
2427,37.6,10,128,226,5242,9.6,101
2428,18.6,10,227,273,2868,23.8,100
2429,50.3,10,184,87,5488,29.7,108
2430,35.3,9,237,211,2538,12.0,83
2431,43.7,6,307,60,2984,18.1,112
2432,45.2,10,140,162,1474,11.3,107
2433,17.4,6,499,156,2402,19.4,124
2434,46.8,7,445,222,3704,30.7,72
2435,19.7,8,139,187,1678,13.3,103
2436,14.8,7,381,73,1691,8.9,109
2437,14.8,4,399,100,3881,30.7,106
2438,22.0,9,81,145,1257,30.8,136
2439,50.4,7,311,50,2323,30.0,95
2440,30.3,6,80,71,3518,15.3,146
2441,31.6,5,80,242,2967,22.7,114
2442,18.9,3,167,78,2169,24.7,111
2443,16.2,10,361,92,4915,26.9,130
2444,28.8,4,299,99,4744,10.4,134
2445,28.8,9,395,115,5117,19.5,131
2446,39.2,7,181,103,3461,17.3,103
2447,19.8,5,85,244,4090,30.9,151
2448,45.2,7,408,111,3879,13.0,109
2449,48.5,3,333,267,2963,23.0,90
2450,10.8,9,284,172,4104,30.6,100
2451,51.4,5,227,83,3951,26.4,78
2452,23.0,8,488,203,5635,30.2,75
2453,25.2,8,297,221,1665,22.6,103
2454,43.8,8,152,125,1554,23.1,140
2455,35.2,3,378,198,2303,32.6,112
2456,35.3,3,243,238,5423,17.7,147
2457,46.6,8,468,105,5130,26.0,84
2458,22.0,9,491,68,3829,29.5,126
2459,28.0,3,427,189,2669,32.3,100
2460,50.5,9,121,248,2749,32.3,125
2461,21.3,3,362,236,4473,21.1,135
2462,23.8,3,214,129,3791,16.5,134
2463,8.4,3,323,252,1595,15.5,137
2464,40.2,4,349,111,4786,27.4,97
2465,52.2,6,92,162,4328,15.6,96
2466,23.3,10,205,85,2001,15.5,93
2467,38.8,3,289,243,4562,21.8,74
2468,37.3,8,425,118,5999,23.9,129
2469,32.5,5,391,83,3571,12.6,138
2470,51.7,3,201,278,1341,23.8,120
2471,10.4,8,276,223,4854,23.7,96
2472,8.2,8,121,207,1890,17.3,86
2473,18.8,7,402,70,5575,15.6,103
2474,30.5,4,218,204,4198,25.6,74
2475,22.2,6,393,116,5599,14.1,125
2476,29.4,8,285,191,5756,23.9,90
2477,10.1,8,119,224,3891,9.1,103
2478,39.0,9,501,124,2204,28.9,144
2479,14.9,9,116,81,2648,18.0,119
2480,47.7,4,382,147,6063,15.0,128
2481,40.1,10,220,51,2032,24.1,148
2482,53.3,6,187,103,5006,27.6,99
2483,27.1,4,114,251,4925,28.7,145
2484,20.4,10,317,176,2003,15.7,94
2485,41.5,9,317,205,4706,30.2,72
2486,28.3,8,477,279,6020,27.8,145
2487,40.7,5,258,232,3036,28.9,113
2488,35.1,4,397,77,2428,21.5,110
2489,42.9,10,105,203,2955,21.0,81
2490,21.2,10,347,253,3144,23.7,149
2491,35.5,5,220,90,5600,32.7,103
2492,24.5,4,288,203,3586,20.8,89
2493,39.1,10,475,199,5322,32.1,105
2494,41.4,7,412,198,2128,14.8,122
2495,13.0,10,476,50,6163,19.5,122
2496,24.9,5,464,205,2232,29.3,88
2497,13.4,6,402,153,1439,28.9,110
2498,28.0,4,489,172,1330,22.8,112
2499,12.4,8,288,87,2572,11.8,99
2500,22.6,5,496,155,1235,25.7,126
2501,18.6,7,404,224,2595,27.3,138
2502,9.1,3,344,250,6182,30.4,70
2503,49.6,4,319,250,1793,24.8,73
2504,36.6,4,74,95,4742,31.1,113
2505,40.4,10,331,153,2855,28.6,127
2506,14.1,7,280,97,3137,29.3,73
2507,28.1,8,327,240,1367,19.6,133
2508,30.6,10,220,222,1581,19.0,70
2509,19.7,10,251,262,3734,17.1,125
2510,48.2,10,478,188,5518,21.2,112
2511,26.8,4,436,132,5064,15.3,105
2512,36.1,4,153,113,3557,25.5,113
2513,45.6,5,235,198,1872,17.9,91
2514,52.5,8,464,97,3145,21.5,94
2515,14.7,10,266,202,5897,19.8,85
2516,30.6,4,81,215,4239,25.8,124
2517,19.3,7,453,144,3125,9.6,122
2518,51.1,9,268,125,2875,20.9,149
2519,21.9,6,213,225,4139,31.0,111
2520,52.8,3,443,227,4568,23.9,120
2521,47.0,9,128,136,2696,21.0,70
2522,50.7,8,210,221,5434,31.8,112
2523,38.2,8,365,211,2055,12.3,75
2524,28.1,8,258,107,4421,27.7,118
2525,23.8,8,199,107,5304,10.3,74
2526,17.8,7,134,242,5341,30.4,106
2527,35.5,10,429,216,2433,13.6,123
2528,45.1,5,402,86,5084,21.5,78
2529,23.7,7,388,69,3204,32.5,102
2530,9.6,6,219,92,4144,30.5,100
2531,34.4,9,351,52,5037,31.6,134
2532,15.5,6,499,200,5557,26.7,100
2533,46.2,10,114,174,5959,27.4,113
2534,8.4,8,526,60,2254,22.2,87
2535,19.6,4,407,74,1800,26.0,131
2536,12.1,8,80,271,2065,13.7,142
2537,32.7,8,475,109,4822,11.8,76
2538,14.2,3,509,106,5380,11.3,98
2539,44.4,6,248,148,4144,31.1,125
2540,41.3,3,162,88,1227,29.0,117
2541,38.6,7,406,231,3649,15.3,150
2542,32.9,3,427,258,5744,12.8,111
2543,51.1,4,199,122,5082,10.2,144
2544,43.4,7,80,189,5393,21.5,135
2545,20.2,4,354,205,3005,26.0,144
2546,40.6,5,145,125,5440,20.2,134
2547,48.5,6,412,168,6248,25.7,89
2548,42.4,7,497,126,2282,22.0,96
2549,42.9,10,96,87,4747,16.7,112
2550,23.9,3,133,179,1452,17.8,147
2551,44.7,7,446,194,2959,22.4,93
2552,40.9,8,111,102,4377,31.2,150
2553,21.6,7,526,64,2812,10.3,93
2554,45.5,5,524,194,3771,29.1,88
2555,30.6,3,281,85,2363,17.4,87
2556,20.9,7,153,240,6121,30.8,142
2557,33.1,6,391,64,3755,23.7,145
2558,43.7,10,220,122,4214,15.6,134
2559,39.8,4,317,265,4640,29.5,139
2560,37.6,6,283,232,4834,27.3,146
2561,32.7,7,502,96,1843,27.4,96
2562,23.2,9,270,68,4362,25.5,91
2563,42.5,3,396,258,3556,23.7,73
2564,24.8,4,230,159,5423,9.1,112
2565,37.9,7,82,125,1738,26.4,77
2566,34.4,9,241,173,4278,8.9,99
2567,42.5,8,386,215,1865,17.3,141
2568,15.8,7,239,271,2065,19.2,70
2569,43.4,8,173,75,5650,19.2,102
2570,26.3,10,502,190,1517,28.1,92
2571,34.9,9,264,141,4429,13.9,110
2572,44.4,10,300,234,1759,24.0,76
2573,52.4,7,516,106,5474,9.1,106
2574,25.3,10,468,72,2309,18.0,82
2575,13.4,10,251,123,6065,12.8,83
2576,18.8,6,505,137,5283,19.6,146
2577,16.9,8,478,271,6176,15.2,141
2578,35.0,6,220,243,1484,24.9,114
2579,13.7,9,86,81,2166,8.0,141
2580,51.4,10,332,238,2436,30.4,120
2581,39.6,10,407,261,4928,28.5,70
2582,32.6,6,297,178,2106,10.8,128
2583,10.8,8,441,255,2761,25.4,89
2584,51.0,10,331,168,2398,12.5,132
2585,15.4,3,478,177,2749,23.7,83
2586,20.2,7,145,101,5902,18.2,139
2587,37.0,7,196,116,2695,25.9,123
2588,42.0,8,477,65,2586,13.3,84
2589,28.2,3,274,147,2079,30.6,111
2590,52.1,7,422,143,1718,22.8,112
2591,49.1,8,449,260,3749,30.7,127
2592,27.5,5,431,267,2514,30.1,70
2593,19.1,8,173,220,1524,23.5,78
2594,20.2,3,119,83,5482,29.8,130
2595,52.8,9,390,215,3242,20.8,73
2596,17.5,6,216,246,1483,15.3,74
2597,9.7,5,372,134,4171,26.8,87
2598,36.0,8,306,272,1941,27.2,117
2599,46.7,7,83,267,2739,19.9,96
2600,46.9,6,150,125,5658,18.6,135
2601,29.8,10,285,78,2022,24.2,145
2602,37.7,10,78,138,1916,16.2,136
2603,51.0,8,184,134,4831,14.3,143
2604,29.9,8,181,61,2708,8.2,131
2605,20.1,10,478,161,2912,25.2,95
2606,42.0,8,202,185,4662,23.2,124
2607,30.9,6,282,94,5573,11.5,90
2608,47.7,8,461,213,4952,9.3,146
2609,28.7,8,266,273,2149,12.5,97
2610,45.3,3,168,211,2173,15.5,78
2611,11.1,3,473,54,5518,14.8,136
2612,10.5,5,359,83,4801,16.1,106
2613,39.7,8,324,190,3260,31.6,106
2614,40.6,10,218,77,5779,14.6,114
2615,28.4,8,125,170,1775,20.8,140
2616,16.2,9,75,252,1324,22.0,118
2617,26.9,5,332,127,2934,23.8,89
2618,38.9,8,426,279,2248,32.5,134
2619,36.1,4,417,164,6232,15.5,109
2620,16.8,4,140,71,1913,28.0,78
2621,44.3,7,525,273,5916,32.8,95
2622,46.1,8,432,79,4982,31.9,98
2623,45.7,5,118,270,1747,25.6,138
2624,38.1,4,317,55,2709,23.3,86
2625,47.3,9,105,99,4467,23.3,139
2626,46.5,5,520,273,1702,24.9,82
2627,45.3,9,432,169,6014,27.9,97
2628,10.6,5,418,212,2723,29.6,109
2629,42.2,4,414,220,6236,25.5,141
2630,14.7,3,206,139,3741,17.7,96
2631,29.7,10,93,63,5227,26.9,129
2632,27.4,7,79,256,4942,21.1,95
2633,17.0,6,188,175,3210,30.3,146
2634,30.0,5,309,161,5483,17.3,104
2635,29.0,4,434,77,6169,17.6,121
2636,22.2,4,511,93,2502,8.9,120
2637,43.6,9,123,92,4866,20.2,145
2638,12.8,5,331,127,3075,10.3,108
2639,10.0,7,429,215,4159,18.0,80
2640,29.2,6,103,146,2406,22.5,115
2641,36.8,4,439,237,4600,31.6,76
2642,29.4,4,397,95,3242,17.0,141
2643,31.4,4,373,113,5344,23.5,92
2644,19.0,9,322,80,4678,16.7,93
2645,9.9,3,127,155,3571,31.8,83
2646,45.1,7,434,95,1501,32.1,118
2647,29.5,8,440,58,5557,22.6,95
2648,32.6,6,333,114,4589,20.6,151
2649,19.9,6,441,158,4014,13.0,141
2650,21.3,6,101,125,2365,15.4,98
2651,20.2,10,114,162,4929,20.7,128
2652,23.1,3,160,138,5992,21.3,76
2653,44.5,10,483,102,4102,17.7,124
2654,37.9,3,451,138,3486,8.5,73
2655,48.3,4,302,251,2851,20.0,131
2656,45.8,10,430,216,5646,30.2,83
2657,39.4,10,220,233,2912,23.6,139
2658,24.1,7,263,279,1258,16.4,101
2659,53.0,4,108,74,2569,18.8,89
2660,11.3,8,256,227,2486,17.7,119
2661,25.8,4,390,239,5143,20.4,86
2662,44.4,4,284,185,5507,10.7,92
2663,41.6,9,106,117,2932,21.0,89
2664,13.9,10,491,97,5130,16.5,135
2665,15.5,5,73,112,2001,31.5,83
2666,38.2,9,327,191,6160,19.3,133
2667,20.8,5,439,90,1735,20.5,133
2668,37.8,6,295,158,5733,30.5,92
2669,38.2,3,276,213,6245,13.3,148
2670,29.1,8,445,242,2939,31.5,77
2671,23.0,6,109,96,5366,16.0,140
2672,31.8,7,253,55,4431,14.1,96
2673,14.0,4,96,95,3328,19.3,93
2674,27.9,9,267,261,1332,29.2,146
2675,33.3,3,262,253,4197,12.3,122
2676,40.7,6,129,187,2126,23.9,114
2677,43.4,10,491,183,5253,11.4,117
2678,27.9,5,176,223,1456,8.3,143
2679,16.0,8,252,249,3018,28.2,79
2680,24.2,8,455,103,1715,17.8,141
2681,29.3,4,377,192,5455,25.8,142
2682,35.8,10,404,106,5748,14.1,105
2683,43.9,8,345,92,2087,14.3,76
2684,26.0,3,178,140,4649,14.0,141
2685,26.6,4,156,188,1313,10.4,90
2686,16.4,9,510,221,3233,25.1,122
2687,9.7,5,126,154,1900,31.6,77
2688,22.0,8,81,122,3500,32.0,109
2689,36.1,4,205,110,6147,10.1,104
2690,16.1,9,443,164,4496,22.1,127
2691,27.0,10,404,165,2978,27.1,99
2692,20.7,8,450,240,1685,27.5,74
2693,43.7,6,228,264,3869,20.8,86
2694,39.0,9,256,213,3650,11.8,84
2695,18.2,4,224,237,1879,12.0,79
2696,29.1,6,85,252,1979,22.8,103
2697,9.4,5,137,217,4537,15.0,111
2698,51.7,7,273,233,3896,17.6,92
2699,48.1,3,243,247,2670,20.6,78
2700,33.5,7,405,58,5689,9.2,139
2701,38.4,8,452,153,1858,15.0,99
2702,41.5,3,423,85,3604,32.5,125
2703,39.8,3,452,258,1835,19.5,91
2704,39.9,3,416,188,4658,16.9,127
2705,22.1,9,101,266,3015,27.6,136
2706,17.1,10,527,118,3423,18.7,121
2707,23.7,9,396,162,1436,9.4,99
2708,28.3,3,255,87,3368,23.3,102
2709,26.2,7,216,152,6070,24.6,88
2710,19.7,4,104,105,2990,12.3,129
2711,9.5,7,227,270,2766,16.6,125
2712,38.6,8,106,175,5533,23.9,110
2713,42.0,9,498,59,5536,23.5,78
2714,40.2,4,166,209,1835,8.9,108
2715,19.5,7,492,215,2913,12.1,72
2716,42.4,7,457,276,4835,12.8,151
2717,53.5,6,409,124,2889,14.8,88
2718,28.4,3,337,112,1252,16.5,107
2719,38.5,8,430,151,6162,20.5,151
2720,15.8,6,247,238,5898,30.6,128
2721,13.1,5,341,162,3279,31.4,108
2722,11.0,3,404,159,2462,20.9,142
2723,41.5,10,414,279,3157,14.8,70
2724,23.5,4,123,170,5990,18.4,151
2725,52.6,8,359,100,4527,32.6,137
2726,46.8,3,454,60,6007,15.4,73
2727,24.9,10,429,236,1654,13.8,95
2728,51.2,3,303,108,2828,17.7,81
2729,32.7,8,471,61,2640,10.7,109
2730,43.7,7,185,227,1710,10.8,131
2731,27.4,5,510,211,2385,14.2,129
2732,19.0,7,252,143,4755,30.5,125
2733,12.9,8,240,53,4643,21.7,124
2734,52.6,5,329,251,5640,18.3,124
2735,33.3,5,275,175,6025,29.9,87
2736,39.4,3,199,172,6136,29.9,98
2737,43.8,9,267,265,3460,10.8,123
2738,12.2,7,171,149,2098,19.7,147
2739,20.0,6,515,270,2666,18.7,120
2740,50.8,8,421,154,4730,22.7,72
2741,11.1,10,475,252,4449,32.7,112
2742,18.7,4,467,216,4029,8.1,122
2743,25.7,6,119,113,1866,10.7,96
2744,26.0,5,73,79,3355,32.7,78
2745,9.7,4,171,87,2756,32.2,147
2746,8.0,5,283,125,1363,19.8,113
2747,47.1,6,525,161,1392,30.1,77
2748,45.1,4,126,146,5770,20.1,98
2749,52.7,7,122,277,6038,31.4,113
2750,19.5,7,304,182,5355,21.4,119
2751,24.3,4,414,60,3330,30.3,111
2752,53.5,10,296,258,4973,14.8,135
2753,47.9,7,351,256,2634,12.4,81
2754,12.4,5,202,227,1644,16.2,84
2755,14.0,5,172,177,3099,29.5,86
2756,28.8,4,484,261,3907,21.2,132
2757,10.1,4,152,93,5431,26.3,111
2758,41.7,10,123,147,2002,20.5,115
2759,8.6,4,331,275,6237,26.7,130
2760,36.1,10,466,145,4797,11.4,124
2761,29.0,5,495,259,2252,15.7,121
2762,50.0,9,437,90,4931,18.9,126
2763,10.6,4,88,136,2705,19.9,73
2764,28.8,4,305,196,5614,22.9,103
2765,44.3,3,83,167,3345,17.9,72
2766,14.9,6,139,86,2171,16.5,97
2767,37.1,5,434,141,1261,20.8,144
2768,26.7,7,192,117,4623,20.5,140
2769,21.7,6,437,107,3279,23.0,124
2770,9.1,8,289,136,6146,17.2,148
2771,14.6,9,383,146,3030,19.3,92
2772,41.3,5,483,174,4364,24.0,97
2773,29.2,9,75,64,5224,10.4,123
2774,44.7,4,71,128,5893,9.8,87
2775,24.4,5,453,92,4709,31.5,127
2776,27.7,7,186,187,5805,13.6,78
2777,29.1,5,141,269,1700,25.9,107
2778,24.2,3,496,93,3611,12.7,79
2779,28.0,7,146,180,5018,17.9,116
2780,45.2,4,181,255,1998,22.7,85
2781,15.2,7,518,188,4171,19.8,79
2782,53.5,6,479,128,1245,14.8,83
2783,15.5,10,182,56,5891,22.8,136
2784,25.2,6,232,248,3042,30.3,102
2785,45.3,9,524,69,5487,15.6,133
2786,40.0,7,442,53,2168,17.6,122
2787,36.9,3,336,157,2535,26.0,144
2788,35.5,9,496,169,5403,8.1,106
2789,44.0,9,182,211,1226,18.8,72
2790,28.4,6,285,103,3447,22.4,140
2791,36.5,9,123,276,2199,17.7,149
2792,31.0,10,97,271,5751,25.4,126
2793,38.6,4,446,195,1499,11.0,143
2794,20.0,5,136,136,5255,26.0,106
2795,34.1,8,528,148,3025,20.1,84
2796,18.9,9,356,77,5509,29.9,109
2797,21.5,10,174,231,4840,13.4,103
2798,42.5,5,473,210,5778,12.9,107
2799,10.2,3,173,78,1526,11.0,78
2800,26.3,6,516,63,1725,16.3,119
2801,20.9,7,108,54,1307,14.8,93
2802,36.2,5,460,248,3331,15.4,83
2803,39.1,3,168,220,6084,25.1,131
2804,17.6,4,432,245,4416,26.2,100
2805,47.6,6,225,65,3690,10.9,122
2806,51.2,6,74,200,5388,12.0,147
2807,20.5,3,249,80,2616,14.4,114
2808,50.7,7,474,93,4491,23.5,89
2809,31.5,4,351,164,5005,15.4,78
2810,37.6,7,307,164,2129,13.5,121
2811,26.0,8,321,135,5730,20.2,70
2812,27.9,7,374,61,5832,29.0,81
2813,15.9,6,377,267,3734,9.0,99
2814,50.4,8,303,113,2115,23.4,117
2815,37.9,10,282,65,2422,20.2,150
2816,49.3,10,262,222,2402,26.1,85
2817,43.4,3,482,120,1729,10.8,98
2818,11.9,8,138,190,1364,15.2,125
2819,41.9,3,96,91,4510,10.2,133
2820,30.6,10,260,214,4042,30.9,77
2821,12.6,7,285,165,1632,30.7,137
2822,33.4,8,526,249,5909,22.8,129
2823,8.4,3,521,267,4604,12.6,97
2824,36.3,4,198,122,2768,21.4,122
2825,15.2,6,212,64,3190,26.6,90
2826,23.8,3,102,62,2550,15.8,74
2827,27.9,8,296,66,5290,22.4,149
2828,31.1,3,116,90,4919,25.3,143
2829,32.6,3,180,187,4941,11.1,84
2830,43.5,4,404,96,4765,12.2,90
2831,27.8,7,424,161,4160,31.1,87
2832,19.4,8,87,88,4764,22.5,128
2833,22.7,4,403,270,3230,32.4,135
2834,33.1,6,488,275,1316,20.9,117
2835,23.3,4,169,51,4161,20.9,116
2836,45.3,10,397,107,3000,22.3,136
2837,10.2,7,92,108,3714,25.7,146
2838,48.8,8,327,148,4876,11.5,115
2839,49.7,9,216,54,3794,32.5,146
2840,39.5,5,364,137,4898,14.9,121
2841,42.9,10,418,65,1753,18.0,114
2842,10.6,9,258,138,1574,29.1,129
2843,48.6,9,367,154,4638,12.5,112
2844,12.1,4,376,145,2979,14.1,98
2845,52.4,4,392,217,5969,23.5,89
2846,14.0,5,74,86,5677,10.4,120
2847,46.3,3,218,251,6294,19.2,85
2848,52.0,5,447,92,2396,20.1,99
2849,18.7,5,445,237,6210,16.9,86
2850,26.7,10,236,237,2569,9.3,108
2851,41.3,6,77,144,5943,12.8,116
2852,24.1,8,284,250,2484,31.3,113
2853,35.5,7,154,88,3261,14.7,80
2854,32.4,6,125,113,4013,26.5,139
2855,20.5,8,521,50,6009,22.4,137
2856,17.1,7,455,156,6042,31.4,128
2857,17.1,9,387,119,1558,31.5,125
2858,9.1,3,136,217,3327,30.3,85
2859,40.3,5,99,110,6083,9.3,115
2860,20.8,4,354,63,3213,24.9,88
2861,48.5,8,409,182,1526,30.3,81
2862,43.3,9,187,156,2556,25.4,83
2863,48.9,8,399,83,1464,16.5,86
2864,23.8,6,108,78,2938,31.7,92
2865,9.4,6,503,273,4750,11.5,93
2866,32.7,10,402,189,2042,9.6,122
2867,28.4,3,172,55,1701,10.1,146
2868,15.7,9,426,177,1459,17.3,72
2869,47.5,6,432,266,1798,22.2,147
2870,21.1,4,486,125,1442,30.4,123
2871,33.3,7,152,198,2615,28.9,107
2872,27.8,8,266,111,3693,29.2,132
2873,13.4,5,428,156,3817,14.6,74
2874,31.4,9,192,104,3169,13.7,128
2875,52.0,4,192,76,3998,24.5,93
2876,41.4,3,212,151,3542,22.0,134
2877,51.5,10,270,275,3226,10.5,147
2878,38.7,5,142,110,5767,25.6,142
2879,20.2,6,506,82,5440,18.1,134
2880,41.3,8,239,55,4516,11.3,126
2881,28.4,8,392,182,3520,32.6,131
2882,18.4,4,199,79,4922,22.4,144
2883,14.7,4,251,188,5663,12.9,84
2884,14.4,10,156,104,4453,27.8,147
2885,22.2,7,336,71,5433,27.3,86
2886,9.5,8,386,162,2403,21.5,81
2887,18.8,8,239,115,6297,29.8,70
2888,13.5,4,300,85,4580,22.2,76
2889,22.8,7,222,260,4309,15.2,146
2890,22.9,5,124,197,4163,22.0,86
2891,47.7,6,208,89,3896,20.8,71
2892,8.9,4,378,268,5164,23.3,149
2893,10.1,9,106,92,2576,19.3,91
2894,14.7,6,262,131,2394,32.7,99
2895,39.9,6,77,114,3266,30.1,111
2896,27.2,7,120,186,3530,18.6,130
2897,44.4,3,403,57,5489,24.4,119
2898,51.0,3,236,251,3253,9.7,91
2899,43.5,9,336,132,4287,13.5,102
2900,18.8,9,243,273,2965,32.5,118
2901,14.0,10,342,97,1608,17.0,98
2902,44.6,8,147,98,2189,21.9,140
2903,22.7,5,166,261,2308,30.6,99
2904,31.3,8,473,200,5556,14.7,92
2905,25.2,7,253,189,4417,16.4,114
2906,52.8,6,177,207,1652,26.6,149
2907,12.3,7,324,273,2875,28.8,105
2908,24.5,5,70,59,1223,16.5,130
2909,32.7,6,495,187,5983,32.0,92
2910,51.8,8,226,156,3308,9.7,106
2911,21.6,3,482,279,1747,16.9,130
2912,48.7,9,321,238,5898,19.1,97
2913,53.7,10,91,176,3209,15.3,82
2914,43.6,5,391,242,2604,9.9,129
2915,17.1,4,154,255,1473,9.7,101
2916,52.3,9,195,276,3774,31.0,91
2917,8.6,9,72,87,5200,18.5,109
2918,32.1,8,362,176,2610,24.9,135
2919,49.8,5,127,131,3245,26.7,143
2920,47.0,10,398,212,3434,23.8,125
2921,49.9,7,318,212,2544,28.8,106
2922,28.1,9,316,131,3177,10.8,77
2923,52.6,5,381,102,3466,32.1,94
