name,economy (mpg),cylinders,displacement (cc),power (hp),weight (lb),0-60 mph (s),year
663,32.5,7,362,217,5660,15.3,122
664,29.6,4,311,193,6289,19.9,134
665,30.3,9,118,65,4243,16.3,104
666,45.8,7,81,97,4096,11.6,146
667,39.0,7,213,145,5562,13.7,142
668,24.9,6,379,154,1707,27.1,134
669,9.5,5,515,59,3993,9.6,70
670,49.8,4,104,68,1732,13.3,135
671,41.6,3,337,213,5777,12.9,72
672,47.2,3,302,103,2236,29.1,149
673,36.9,4,500,196,3133,22.5,82
674,11.5,5,180,87,1453,25.6,106
675,48.5,3,195,54,2067,18.3,100
676,14.6,10,281,219,6157,9.1,116
677,31.4,6,188,97,2009,27.5,116
678,18.1,8,477,98,2411,26.4,83
679,22.9,9,319,196,6165,30.6,119
680,42.5,10,458,104,5537,28.6,133
681,8.0,10,426,212,1866,21.5,81
682,13.5,4,94,256,6149,13.7,91
683,25.1,5,195,95,2973,22.6,143
684,42.3,4,468,108,2143,20.9,126
685,46.2,10,407,236,4924,16.6,109
686,8.6,4,133,60,2462,31.2,82
687,26.7,6,434,150,3921,24.9,86
688,28.2,6,326,119,3169,29.1,71
689,27.4,4,281,222,4832,30.7,137
690,44.1,6,157,87,1366,20.1,104
691,40.0,9,275,262,2322,24.9,97
692,53.1,3,498,161,5543,22.8,111
693,39.4,9,345,172,5472,11.6,85
694,49.5,9,277,130,4249,15.5,108
695,35.5,7,157,96,3166,17.1,82
696,16.5,5,472,273,1474,29.4,141
697,26.7,8,181,66,3012,14.0,131
698,8.4,8,279,238,1423,19.4,79
699,49.4,8,458,205,5456,16.9,86
700,48.8,7,202,255,2891,14.0,110
701,10.8,8,359,131,4204,20.1,148
702,9.5,10,424,171,5913,32.3,80
703,12.1,9,442,152,3213,8.7,132
704,49.1,3,363,205,5753,27.3,87
705,18.5,8,237,162,5009,14.8,120
706,30.0,6,201,227,4293,24.2,92
707,21.1,6,216,262,5407,27.5,115
708,41.9,7,243,98,5874,21.6,72
709,37.4,6,457,78,3696,26.4,84
710,52.0,8,517,131,5773,11.6,111
711,17.9,7,342,215,3468,19.1,70
712,43.9,6,305,109,3801,17.2,127
713,52.3,8,485,211,4748,8.1,79
714,47.8,5,458,109,2622,24.7,86
715,11.3,3,149,67,5999,13.8,104
716,30.1,8,175,214,6234,17.2,71
717,21.7,6,355,94,1909,9.3,131
718,33.9,7,289,237,3264,11.3,132
719,45.1,7,209,175,1634,28.7,85
720,21.7,10,225,253,3731,25.6,77
721,18.3,4,126,106,4193,19.5,136
722,24.1,8,525,193,2377,18.1,149
723,48.0,6,70,124,3948,12.8,107
724,25.0,4,121,117,3064,23.5,150
725,14.8,8,351,251,3059,26.2,127
726,18.5,7,218,88,6105,10.0,92
727,29.2,5,395,52,2031,32.3,125
728,34.0,6,455,163,2688,16.3,115
729,46.7,8,394,230,4217,16.4,145
730,53.9,4,90,157,5280,20.8,89
731,51.7,5,310,165,2233,21.0,102
732,35.5,9,299,82,4985,31.4,126
733,38.4,8,341,225,5717,29.0,75
734,43.1,4,494,118,2522,26.7,108
735,50.7,8,296,65,5601,14.0,78
736,41.6,5,350,163,4882,14.5,145
737,45.8,5,385,256,3186,32.2,72
738,21.8,4,289,250,2434,20.3,97
739,21.0,7,463,235,3768,20.8,86
740,35.2,6,352,228,2589,16.0,87
741,28.4,5,399,239,6132,13.1,84
742,26.6,6,326,190,3317,22.5,136
743,8.0,8,524,156,2773,15.2,137
744,35.5,6,309,94,1743,27.5,128
745,12.4,3,449,211,5659,32.9,129
746,28.5,6,114,204,4665,16.0,96
747,42.3,10,423,56,2689,20.9,80
748,15.7,10,371,59,3091,29.2,78
749,18.3,3,341,144,5928,26.0,79
750,53.6,10,247,111,2970,18.7,132
751,18.8,6,280,53,3340,20.2,95
752,27.7,5,119,141,5733,30.4,107
753,38.0,9,247,202,2057,30.6,74
754,38.4,3,144,243,2581,24.3,122
755,16.5,5,247,194,4002,17.0,93
756,42.1,5,419,149,1338,19.3,138
757,14.2,10,70,108,4177,14.6,87
758,33.1,7,348,151,2546,32.2,80
759,10.8,4,395,203,4430,9.7,71
760,20.3,7,281,60,2032,27.5,107
761,28.5,7,196,164,4751,24.2,105
762,34.4,3,206,192,3131,13.6,105
763,37.2,7,499,233,4637,23.7,145
764,46.3,4,233,57,3215,22.0,127
765,37.5,5,145,162,4299,23.4,142
766,17.1,9,474,249,3410,14.7,87
767,44.0,8,470,156,2634,29.1,140
768,28.6,10,232,111,4639,13.2,96
769,28.7,5,132,243,5003,24.1,104
770,34.6,6,409,62,2639,32.6,96
771,46.0,6,463,180,2606,25.0,125
772,11.3,9,465,123,4521,11.1,130
773,28.3,3,105,117,2279,29.1,117
774,43.8,10,386,60,3706,14.4,133
775,51.3,5,165,125,4016,27.5,112
776,38.7,10,509,270,2155,12.2,98
777,51.8,9,114,178,5195,31.7,147
778,49.6,4,295,77,4331,18.8,87
779,21.3,9,392,165,5570,10.2,125
780,20.2,9,197,233,3251,9.6,123
781,53.0,9,425,263,2840,28.1,109
782,53.8,4,375,93,2878,21.2,112
783,29.4,10,455,120,3437,21.5,124
784,21.3,5,491,92,1231,8.9,143
785,14.6,5,443,117,3280,27.0,116
786,42.8,7,398,235,3450,26.3,150
787,11.7,6,401,157,1206,12.7,100
788,31.4,4,296,226,3818,19.5,112
789,52.0,6,469,112,2403,15.6,92
790,18.3,8,398,228,3733,26.6,112
791,18.4,9,143,259,1555,28.7,84
792,27.0,9,116,69,2026,12.1,104
793,20.8,6,522,85,5982,8.4,80
794,38.4,4,451,120,5389,30.0,130
795,45.0,6,291,277,4244,21.2,82
796,22.7,9,316,248,3668,13.0,122
797,37.2,6,287,225,5739,26.1,124
798,8.8,10,292,118,4425,22.4,122
799,25.6,10,225,203,5787,15.3,136
800,43.1,8,441,196,2992,29.0,109
801,47.8,6,163,63,1230,31.9,104
802,9.8,6,251,89,2617,9.9,141
803,49.4,4,205,261,3341,21.8,145
804,37.7,7,157,190,2322,26.5,124
805,9.6,8,147,70,3794,21.5,120
806,29.1,3,491,225,2533,17.0,121
807,27.4,5,149,234,2777,10.5,85
808,19.0,3,489,52,2949,30.0,115
809,9.5,3,177,151,4091,14.5,84
810,18.8,10,446,139,1319,21.9,102
811,50.6,9,245,121,5666,26.6,136
812,44.8,5,352,257,3254,16.4,149
813,46.2,8,227,100,5994,25.8,121
814,31.8,6,133,132,1418,31.9,109
815,35.7,4,260,74,3575,27.2,96
816,32.6,4,342,215,4304,13.4,129
817,42.3,7,442,127,4950,17.4,73
818,22.4,3,286,216,1859,16.8,110
819,31.0,10,373,225,4779,22.9,120
820,30.0,3,109,276,3654,13.4,77
821,29.1,6,264,52,4904,18.3,74
822,53.9,3,83,105,1653,23.3,89
823,25.0,6,392,198,4978,12.4,126
824,45.9,10,344,92,4770,22.5,113
825,26.5,5,235,176,5082,13.2,120
826,22.4,8,457,266,5501,15.5,145
827,45.4,8,226,121,1727,19.2,73
828,46.2,6,257,89,1367,32.4,71
829,46.4,5,223,242,3277,20.1,79
830,52.8,7,183,190,5172,8.7,115
831,33.3,5,189,270,4712,15.7,111
832,37.5,9,492,148,3993,32.3,140
833,16.9,10,248,82,6112,12.7,131
834,40.2,9,316,132,1983,12.3,111
835,23.8,8,193,193,3358,31.2,121
836,46.0,8,457,109,4775,12.4,77
837,45.4,4,497,133,6088,12.7,88
838,10.0,10,279,135,2077,24.0,77
839,35.8,9,291,191,1884,14.7,123
840,35.8,8,434,59,4549,18.2,127
841,52.4,10,529,225,5392,22.1,97
842,43.0,6,385,251,6033,22.4,141
843,10.5,9,89,213,3097,12.9,125
844,8.8,6,445,88,3876,32.7,70
845,48.2,8,500,258,2294,32.0,117
846,33.0,8,208,63,2942,30.1,87
847,8.0,10,369,205,5381,29.4,93
848,25.6,9,191,186,3878,21.8,146
849,23.6,6,520,107,2767,10.1,90
850,25.9,8,350,184,5264,26.9,131
851,16.6,9,139,51,4605,22.0,145
852,20.3,9,285,201,6267,12.5,91
853,37.2,9,411,183,1202,31.0,71
854,32.9,8,484,154,1487,25.7,98
855,36.2,3,481,130,3683,18.0,76
856,43.6,4,352,166,5316,8.9,72
857,51.4,5,364,244,4462,26.4,122
858,27.7,6,231,70,1632,31.8,73
859,27.0,8,90,169,6089,29.9,96
860,50.8,5,512,276,5774,9.2,116
861,35.5,8,350,74,5912,14.7,116
862,25.8,8,261,236,1618,8.6,92
863,45.4,9,245,211,3577,13.7,105
864,18.8,4,393,51,4645,11.7,80
865,50.5,7,141,264,1265,26.1,86
866,50.8,10,481,256,2262,17.5,109
867,26.9,10,227,232,3272,25.1,107
868,49.6,5,487,111,5906,23.1,125
869,35.8,7,119,103,4394,19.1,149
870,32.4,7,188,140,5318,23.1,122
871,29.5,9,152,76,3381,28.9,128
872,44.4,9,287,222,3903,31.3,148
873,24.2,4,257,231,1442,16.0,82
874,14.1,9,93,121,1590,30.1,83
875,31.3,10,169,241,1215,26.5,133
876,24.3,5,291,88,3625,13.6,93
877,41.3,9,282,178,6131,23.0,121
878,23.4,9,246,51,4593,11.4,101
879,53.7,7,363,71,5364,13.7,100
880,37.2,4,427,276,3632,11.2,94
881,23.6,3,365,232,2130,8.2,101
882,39.3,6,125,175,2630,25.0,123
883,33.2,10,406,272,5529,27.2,79
884,29.0,6,513,214,6013,22.8,126
885,10.0,6,318,208,4607,13.9,122
886,19.8,7,122,257,1970,8.4,92
887,50.5,7,300,231,3339,16.8,86
888,48.7,6,100,142,4036,22.8,88
889,24.2,4,218,249,2339,23.1,149
890,44.1,8,187,170,2649,10.6,93
891,47.9,3,477,105,2662,13.8,126
892,33.0,5,335,67,1512,14.8,106
893,44.7,9,218,261,2066,32.2,142
894,39.4,4,268,140,1520,21.6,91
895,53.9,8,374,165,5766,29.1,74
896,53.5,10,373,149,5870,20.0,133
897,50.2,7,521,186,1977,24.6,137
898,27.9,7,76,140,2425,30.2,148
899,13.5,3,514,276,5526,20.1,89
900,33.3,4,150,163,3333,21.3,148
901,8.8,9,218,268,3200,11.6,94
902,13.2,9,528,139,2289,20.2,103
903,24.1,3,171,146,4957,15.3,78
904,33.5,6,485,161,2639,24.9,129
905,33.3,10,272,70,4360,23.7,139
906,38.3,3,278,195,5781,26.4,144
907,18.2,10,405,125,2269,9.8,116
908,53.6,8,210,160,3077,20.5,83
909,17.8,3,71,241,3286,10.9,115
910,17.4,10,441,148,5744,16.7,117
911,15.2,9,377,146,2942,24.9,126
912,25.4,5,196,110,3129,13.1,72
913,8.0,7,378,169,2715,13.9,130
914,47.5,5,118,190,3060,13.6,105
915,18.8,5,503,159,5425,20.5,102
916,44.1,10,92,138,5180,26.4,143
917,14.7,6,470,173,2751,32.0,96
918,12.5,7,503,207,5471,30.8,96
919,20.2,10,270,132,6021,21.9,96
920,51.1,8,121,208,3050,9.1,151
921,45.2,3,386,130,2933,9.0,75
922,17.9,3,408,130,2501,10.6,148
923,43.2,4,172,164,6274,12.7,81
924,26.9,6,329,76,5108,23.4,103
925,49.5,6,457,210,5476,28.9,97
926,13.0,4,286,122,4661,14.7,105
927,12.5,7,408,187,5972,10.4,137
928,34.5,9,95,107,4471,20.3,126
929,25.2,8,345,64,3275,10.7,96
930,15.2,9,82,188,4880,26.1,119
931,23.9,3,235,211,1263,8.1,114
932,45.7,7,336,79,4014,20.0,136
933,34.1,10,232,106,3881,16.9,129
934,15.3,9,80,252,4885,28.6,92
935,17.1,9,181,222,1347,15.1,132
936,30.5,7,411,214,3369,10.3,86
937,48.9,4,351,271,1671,13.1,93
938,21.6,3,76,170,1843,31.0,75
939,36.1,4,529,214,2301,24.4,76
940,29.6,9,487,141,4876,31.0,72
941,41.3,6,410,154,3330,28.8,147
942,38.7,10,163,62,1489,29.3,112
943,40.0,8,400,185,4021,24.8,115
944,46.6,5,277,232,5851,14.5,78
945,49.3,8,478,115,2936,14.1,122
946,18.9,4,295,251,2906,20.2,71
947,21.1,3,382,89,2471,25.1,129
948,9.7,5,450,242,5192,8.4,71
949,32.6,10,370,143,5656,26.0,126
950,15.3,9,468,225,2813,23.4,147
951,34.2,5,446,73,2057,30.3,87
952,23.9,3,410,269,1766,18.7,108
953,46.3,10,163,221,2571,25.8,120
954,44.1,10,109,131,2143,30.7,72
955,53.3,8,70,230,3621,14.7,129
956,18.5,9,107,203,5323,18.4,137
957,47.4,8,498,267,2677,23.6,140
958,15.2,7,133,177,5786,28.9,74
959,47.3,8,138,259,5370,23.3,126
960,47.4,3,176,105,4739,21.4,119
961,33.3,3,495,185,6191,13.8,74
962,46.8,7,475,191,4384,32.5,119
963,8.2,9,86,227,5252,8.6,144
964,17.9,5,385,218,6007,22.9,118
965,9.7,10,435,146,1771,28.5,101
966,13.0,7,152,259,2495,13.5,122
967,34.0,3,110,160,2567,27.4,98
968,42.7,4,293,272,3061,16.2,119
969,26.3,10,363,175,4371,31.5,102
970,8.4,10,271,126,4115,14.2,93
971,47.9,6,272,248,3521,23.3,126
972,11.2,7,206,85,5702,22.3,138
973,29.3,10,295,90,4053,13.1,78
974,11.5,3,278,64,4455,30.8,135
975,45.9,5,380,172,2880,28.0,73
976,19.8,3,528,199,3129,31.3,115
977,50.2,7,241,97,4275,29.2,110
978,29.7,4,426,105,6294,23.8,121
979,48.6,3,346,96,2534,20.4,139
980,25.1,8,112,175,2272,19.7,132
981,8.1,8,518,200,4928,24.1,139
982,39.2,4,329,91,3112,22.0,140
983,24.1,7,142,235,2919,28.6,90
984,25.5,5,372,110,1340,19.6,147
985,8.9,9,233,128,4350,15.2,150
986,52.3,3,508,169,2271,31.4,140
987,25.0,9,148,167,1459,30.1,85
988,46.3,4,523,196,2422,13.2,110
989,14.6,8,498,201,5519,26.4,110
990,24.3,6,75,51,2630,21.7,127
991,18.9,10,482,52,5116,30.9,121
992,25.7,6,71,214,5448,30.4,120
993,42.7,9,377,219,5395,16.2,123
994,10.5,3,147,79,5632,8.0,91
995,30.7,5,222,69,2730,19.8,109
996,36.0,6,386,113,3701,20.8,104
997,21.3,9,362,117,4387,18.5,147
998,25.1,10,304,269,5730,18.3,134
999,50.0,8,522,87,3313,18.7,146
1000,11.0,6,364,162,3363,23.9,116
